,event_id,store_id,campaign_id,product_code,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo),incremental_revenue,incremental_sold_units,revenue_before_promo,revenue_after_promo,city,product_name,category,campaign_name,start_date,end_date
743,0f750a,STBLR-0,CAMP_SAN_01,P02,860,33% OFF,451,613,139320.00,162,387860.00,527180.00,Bengaluru,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
744,d31554,STMDU-2,CAMP_DIW_01,P05,55,25% OFF,80,70,-550.00,-10,4400.00,3850.00,Madurai,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Diwali,12-11-2023,18-11-2023
745,7151bb,STBLR-6,CAMP_DIW_01,P13,350,BOGOF,98,372,95900.00,274,34300.00,130200.00,Bengaluru,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Diwali,12-11-2023,18-11-2023
746,8f9cc5,STMLR-1,CAMP_DIW_01,P08,1190,BOGOF,29,100,84490.00,71,34510.00,119000.00,Mangalore,Atliq_Double_Bedsheet_set,Home Care,Diwali,12-11-2023,18-11-2023
747,d81627,STCBE-2,CAMP_SAN_01,P04,370,BOGOF,355,1508,426610.00,1153,131350.00,557960.00,Coimbatore,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
748,6e5da9,STVJD-0,CAMP_SAN_01,P11,190,50% OFF,25,35,1900.00,10,4750.00,6650.00,Vijayawada,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Sankranti,10-01-2024,16-01-2024
749,6e412f,STBLR-7,CAMP_SAN_01,P06,415,25% OFF,34,28,-2490.00,-6,14110.00,11620.00,Bengaluru,Atliq_Fusion_Container_Set_of_3,Home Care,Sankranti,10-01-2024,16-01-2024
750,b110d3,STCBE-3,CAMP_SAN_01,P06,415,25% OFF,18,14,-1660.00,-4,7470.00,5810.00,Coimbatore,Atliq_Fusion_Container_Set_of_3,Home Care,Sankranti,10-01-2024,16-01-2024
751,c2ee4f,STVSK-3,CAMP_SAN_01,P13,350,BOGOF,58,148,31500.00,90,20300.00,51800.00,Visakhapatnam,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Sankranti,10-01-2024,16-01-2024
752,e45c30,STMDU-1,CAMP_DIW_01,P06,415,25% OFF,70,63,-2905.00,-7,29050.00,26145.00,Madurai,Atliq_Fusion_Container_Set_of_3,Home Care,Diwali,12-11-2023,18-11-2023
753,353060,STBLR-7,CAMP_SAN_01,P11,190,50% OFF,45,73,5320.00,28,8550.00,13870.00,Bengaluru,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Sankranti,10-01-2024,16-01-2024
754,461ad4,STTRV-1,CAMP_DIW_01,P09,110,50% OFF,42,55,1430.00,13,4620.00,6050.00,Trivandrum,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Diwali,12-11-2023,18-11-2023
755,cbf0ad,STCHE-6,CAMP_SAN_01,P03,200,BOGOF,358,1410,210400.00,1052,71600.00,282000.00,Chennai,Atliq_Suflower_Oil (1L),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
756,207744,STBLR-0,CAMP_SAN_01,P12,62,50% OFF,52,75,1426.00,23,3224.00,4650.00,Bengaluru,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Sankranti,10-01-2024,16-01-2024
757,ff02ae,STCBE-3,CAMP_DIW_01,P11,190,50% OFF,66,102,6840.00,36,12540.00,19380.00,Coimbatore,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Diwali,12-11-2023,18-11-2023
758,6cb844,STBLR-3,CAMP_SAN_01,P10,50,25% OFF,28,21,-350.00,-7,1400.00,1050.00,Bengaluru,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Sankranti,10-01-2024,16-01-2024
759,2b41a0,STBLR-3,CAMP_SAN_01,P02,860,33% OFF,450,634,158240.00,184,387000.00,545240.00,Bengaluru,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
760,a50d87,STCBE-3,CAMP_DIW_01,P10,65,50% OFF,82,122,2600.00,40,5330.00,7930.00,Coimbatore,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Diwali,12-11-2023,18-11-2023
761,18810a,STMYS-1,CAMP_DIW_01,P02,860,33% OFF,395,711,271760.00,316,339700.00,611460.00,Mysuru,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Diwali,12-11-2023,18-11-2023
762,608271,STMDU-0,CAMP_SAN_01,P15,3000,500 Cashback,122,342,660000.00,220,366000.00,1026000.00,Madurai,Atliq_Home_Essential_8_Product_Combo,Combo1,Sankranti,10-01-2024,16-01-2024
763,edacb9,STCHE-3,CAMP_DIW_01,P10,65,50% OFF,119,154,2275.00,35,7735.00,10010.00,Chennai,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Diwali,12-11-2023,18-11-2023
764,ce95b1,STCHE-2,CAMP_DIW_01,P12,62,50% OFF,119,138,1178.00,19,7378.00,8556.00,Chennai,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Diwali,12-11-2023,18-11-2023
765,6ae240,STBLR-4,CAMP_SAN_01,P13,350,BOGOF,94,371,96950.00,277,32900.00,129850.00,Bengaluru,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Sankranti,10-01-2024,16-01-2024
766,e2f6b2,STCHE-1,CAMP_DIW_01,P15,3000,500 Cashback,316,859,1629000.00,543,948000.00,2577000.00,Chennai,Atliq_Home_Essential_8_Product_Combo,Combo1,Diwali,12-11-2023,18-11-2023
767,6b0ee6,STMDU-1,CAMP_DIW_01,P07,300,BOGOF,47,157,33000.00,110,14100.00,47100.00,Madurai,Atliq_Curtains,Home Care,Diwali,12-11-2023,18-11-2023
768,0aefa5,STVSK-3,CAMP_SAN_01,P06,415,25% OFF,33,27,-2490.00,-6,13695.00,11205.00,Visakhapatnam,Atliq_Fusion_Container_Set_of_3,Home Care,Sankranti,10-01-2024,16-01-2024
769,0f3f34,STCHE-1,CAMP_DIW_01,P06,415,25% OFF,99,87,-4980.00,-12,41085.00,36105.00,Chennai,Atliq_Fusion_Container_Set_of_3,Home Care,Diwali,12-11-2023,18-11-2023
770,ed7b12,STVSK-0,CAMP_SAN_01,P10,50,25% OFF,16,13,-150.00,-3,800.00,650.00,Visakhapatnam,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Sankranti,10-01-2024,16-01-2024
771,debbd7,STCBE-0,CAMP_SAN_01,P11,190,50% OFF,45,72,5130.00,27,8550.00,13680.00,Coimbatore,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Sankranti,10-01-2024,16-01-2024
772,2b8abd,STCHE-2,CAMP_SAN_01,P14,1020,BOGOF,105,407,308040.00,302,107100.00,415140.00,Chennai,Atliq_waterproof_Immersion_Rod,Home Appliances,Sankranti,10-01-2024,16-01-2024
773,0da7fd,STVSK-0,CAMP_SAN_01,P02,860,33% OFF,408,632,192640.00,224,350880.00,543520.00,Visakhapatnam,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
774,d58c29,STVSK-2,CAMP_SAN_01,P08,1190,BOGOF,27,107,95200.00,80,32130.00,127330.00,Visakhapatnam,Atliq_Double_Bedsheet_set,Home Care,Sankranti,10-01-2024,16-01-2024
775,861506,STCHE-6,CAMP_DIW_01,P03,156,25% OFF,334,260,-11544.00,-74,52104.00,40560.00,Chennai,Atliq_Suflower_Oil (1L),Grocery & Staples,Diwali,12-11-2023,18-11-2023
776,fd48ff,STCBE-0,CAMP_SAN_01,P04,370,BOGOF,367,1423,390720.00,1056,135790.00,526510.00,Coimbatore,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
777,7912c8,STVSK-3,CAMP_SAN_01,P05,55,25% OFF,19,15,-220.00,-4,1045.00,825.00,Visakhapatnam,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Sankranti,10-01-2024,16-01-2024
778,1768c2,STHYD-0,CAMP_DIW_01,P02,860,33% OFF,367,601,201240.00,234,315620.00,516860.00,Hyderabad,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Diwali,12-11-2023,18-11-2023
779,61089e,STHYD-5,CAMP_SAN_01,P04,370,BOGOF,412,1615,445110.00,1203,152440.00,597550.00,Hyderabad,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
780,e5e244,STBLR-5,CAMP_DIW_01,P02,860,33% OFF,351,526,150500.00,175,301860.00,452360.00,Bengaluru,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Diwali,12-11-2023,18-11-2023
781,1f8bc3,STCBE-2,CAMP_DIW_01,P01,172,33% OFF,190,313,21156.00,123,32680.00,53836.00,Coimbatore,Atliq_Masoor_Dal (1KG),Grocery & Staples,Diwali,12-11-2023,18-11-2023
782,5.00E+300,STVJD-1,CAMP_DIW_01,P14,1020,BOGOF,24,80,57120.00,56,24480.00,81600.00,Vijayawada,Atliq_waterproof_Immersion_Rod,Home Appliances,Diwali,12-11-2023,18-11-2023
783,e8d896,STCHE-1,CAMP_SAN_01,P10,50,25% OFF,40,33,-350.00,-7,2000.00,1650.00,Chennai,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Sankranti,10-01-2024,16-01-2024
784,2dd3f7,STHYD-4,CAMP_DIW_01,P03,156,25% OFF,341,327,-2184.00,-14,53196.00,51012.00,Hyderabad,Atliq_Suflower_Oil (1L),Grocery & Staples,Diwali,12-11-2023,18-11-2023
785,b7db9e,STHYD-4,CAMP_DIW_01,P05,55,25% OFF,106,101,-275.00,-5,5830.00,5555.00,Hyderabad,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Diwali,12-11-2023,18-11-2023
786,13d333,STCHE-7,CAMP_SAN_01,P01,172,33% OFF,256,358,17544.00,102,44032.00,61576.00,Chennai,Atliq_Masoor_Dal (1KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
787,77435f,STBLR-3,CAMP_SAN_01,P01,172,33% OFF,277,387,18920.00,110,47644.00,66564.00,Bengaluru,Atliq_Masoor_Dal (1KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
788,3181a7,STCBE-1,CAMP_SAN_01,P11,190,50% OFF,28,31,570.00,3,5320.00,5890.00,Coimbatore,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Sankranti,10-01-2024,16-01-2024
789,3ea719,STBLR-7,CAMP_DIW_01,P02,860,33% OFF,336,577,207260.00,241,288960.00,496220.00,Bengaluru,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Diwali,12-11-2023,18-11-2023
790,3d8361,STMYS-1,CAMP_DIW_01,P08,1190,BOGOF,47,184,163030.00,137,55930.00,218960.00,Mysuru,Atliq_Double_Bedsheet_set,Home Care,Diwali,12-11-2023,18-11-2023
791,0d853d,STHYD-4,CAMP_SAN_01,P02,860,33% OFF,594,819,193500.00,225,510840.00,704340.00,Hyderabad,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
792,4d9f1a,STCBE-1,CAMP_DIW_01,P09,110,50% OFF,59,69,1100.00,10,6490.00,7590.00,Coimbatore,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Diwali,12-11-2023,18-11-2023
793,ea384f,STBLR-7,CAMP_SAN_01,P10,50,25% OFF,40,33,-350.00,-7,2000.00,1650.00,Bengaluru,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Sankranti,10-01-2024,16-01-2024
794,9fcb92,STMDU-2,CAMP_DIW_01,P15,3000,500 Cashback,315,976,1983000.00,661,945000.00,2928000.00,Madurai,Atliq_Home_Essential_8_Product_Combo,Combo1,Diwali,12-11-2023,18-11-2023
795,b97eb0,STBLR-2,CAMP_SAN_01,P11,190,50% OFF,49,68,3610.00,19,9310.00,12920.00,Bengaluru,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Sankranti,10-01-2024,16-01-2024
796,90110c,STHYD-0,CAMP_SAN_01,P04,370,BOGOF,412,1615,445110.00,1203,152440.00,597550.00,Hyderabad,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
797,72eed8,STHYD-4,CAMP_DIW_01,P04,290,25% OFF,376,360,-4640.00,-16,109040.00,104400.00,Hyderabad,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Diwali,12-11-2023,18-11-2023
798,d552e3,STMDU-3,CAMP_SAN_01,P12,62,50% OFF,45,53,496.00,8,2790.00,3286.00,Madurai,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Sankranti,10-01-2024,16-01-2024
799,74399f,STMYS-3,CAMP_DIW_01,P13,350,BOGOF,73,282,73150.00,209,25550.00,98700.00,Mysuru,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Diwali,12-11-2023,18-11-2023
800,f9b0ef,STVJD-0,CAMP_DIW_01,P05,55,25% OFF,56,54,-110.00,-2,3080.00,2970.00,Vijayawada,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Diwali,12-11-2023,18-11-2023
801,b838cd,STTRV-1,CAMP_DIW_01,P01,172,33% OFF,147,214,11524.00,67,25284.00,36808.00,Trivandrum,Atliq_Masoor_Dal (1KG),Grocery & Staples,Diwali,12-11-2023,18-11-2023
802,191614,STMYS-3,CAMP_DIW_01,P10,65,50% OFF,103,109,390.00,6,6695.00,7085.00,Mysuru,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Diwali,12-11-2023,18-11-2023
803,15265d,STCHE-5,CAMP_SAN_01,P12,62,50% OFF,58,65,434.00,7,3596.00,4030.00,Chennai,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Sankranti,10-01-2024,16-01-2024
804,166989,STCBE-1,CAMP_SAN_01,P01,172,33% OFF,169,206,6364.00,37,29068.00,35432.00,Coimbatore,Atliq_Masoor_Dal (1KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
805,18f69b,STMLR-2,CAMP_DIW_01,P10,65,50% OFF,61,68,455.00,7,3965.00,4420.00,Mangalore,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Diwali,12-11-2023,18-11-2023
806,2cc7f0,STMDU-3,CAMP_SAN_01,P02,860,33% OFF,457,548,78260.00,91,393020.00,471280.00,Madurai,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
807,f65a1e,STVSK-4,CAMP_DIW_01,P04,290,25% OFF,255,196,-17110.00,-59,73950.00,56840.00,Visakhapatnam,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Diwali,12-11-2023,18-11-2023
808,bff226,STCBE-1,CAMP_DIW_01,P06,415,25% OFF,57,44,-5395.00,-13,23655.00,18260.00,Coimbatore,Atliq_Fusion_Container_Set_of_3,Home Care,Diwali,12-11-2023,18-11-2023
809,d0356d,STCHE-0,CAMP_DIW_01,P08,1190,BOGOF,45,152,127330.00,107,53550.00,180880.00,Chennai,Atliq_Double_Bedsheet_set,Home Care,Diwali,12-11-2023,18-11-2023
810,262ff3,STVSK-0,CAMP_DIW_01,P13,350,BOGOF,47,161,39900.00,114,16450.00,56350.00,Visakhapatnam,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Diwali,12-11-2023,18-11-2023
811,0953d7,STVSK-1,CAMP_SAN_01,P02,860,33% OFF,387,530,122980.00,143,332820.00,455800.00,Visakhapatnam,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
812,d2a08d,STCHE-5,CAMP_DIW_01,P10,65,50% OFF,141,157,1040.00,16,9165.00,10205.00,Chennai,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Diwali,12-11-2023,18-11-2023
813,d33904,STMYS-3,CAMP_DIW_01,P07,300,BOGOF,59,233,52200.00,174,17700.00,69900.00,Mysuru,Atliq_Curtains,Home Care,Diwali,12-11-2023,18-11-2023
814,13fd74,STMDU-3,CAMP_DIW_01,P05,55,25% OFF,64,58,-330.00,-6,3520.00,3190.00,Madurai,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Diwali,12-11-2023,18-11-2023
815,c3ae5a,STBLR-1,CAMP_SAN_01,P11,190,50% OFF,39,55,3040.00,16,7410.00,10450.00,Bengaluru,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Sankranti,10-01-2024,16-01-2024
816,2384f8,STMYS-0,CAMP_DIW_01,P09,110,50% OFF,70,87,1870.00,17,7700.00,9570.00,Mysuru,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Diwali,12-11-2023,18-11-2023
817,14f79d,STVSK-1,CAMP_DIW_01,P04,290,25% OFF,252,196,-16240.00,-56,73080.00,56840.00,Visakhapatnam,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Diwali,12-11-2023,18-11-2023
818,89bbca,STCBE-4,CAMP_DIW_01,P13,350,BOGOF,42,128,30100.00,86,14700.00,44800.00,Coimbatore,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Diwali,12-11-2023,18-11-2023
819,61f82c,STBLR-5,CAMP_DIW_01,P11,190,50% OFF,63,81,3420.00,18,11970.00,15390.00,Bengaluru,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Diwali,12-11-2023,18-11-2023
820,bcad3c,STMDU-0,CAMP_DIW_01,P01,172,33% OFF,201,305,17888.00,104,34572.00,52460.00,Madurai,Atliq_Masoor_Dal (1KG),Grocery & Staples,Diwali,12-11-2023,18-11-2023
821,2749b0,STCHE-5,CAMP_SAN_01,P11,190,50% OFF,34,39,950.00,5,6460.00,7410.00,Chennai,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Sankranti,10-01-2024,16-01-2024
822,9ce293,STMDU-1,CAMP_SAN_01,P03,200,BOGOF,255,1009,150800.00,754,51000.00,201800.00,Madurai,Atliq_Suflower_Oil (1L),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
823,93dff2,STBLR-3,CAMP_DIW_01,P03,156,25% OFF,390,308,-12792.00,-82,60840.00,48048.00,Bengaluru,Atliq_Suflower_Oil (1L),Grocery & Staples,Diwali,12-11-2023,18-11-2023
824,339bf7,STCHE-5,CAMP_DIW_01,P05,55,25% OFF,127,109,-990.00,-18,6985.00,5995.00,Chennai,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Diwali,12-11-2023,18-11-2023
825,5c8834,STBLR-2,CAMP_SAN_01,P05,55,25% OFF,24,19,-275.00,-5,1320.00,1045.00,Bengaluru,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Sankranti,10-01-2024,16-01-2024
826,4162d7,STHYD-2,CAMP_DIW_01,P05,55,25% OFF,110,86,-1320.00,-24,6050.00,4730.00,Hyderabad,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Diwali,12-11-2023,18-11-2023
827,60170c,STHYD-4,CAMP_DIW_01,P08,1190,BOGOF,63,208,172550.00,145,74970.00,247520.00,Hyderabad,Atliq_Double_Bedsheet_set,Home Care,Diwali,12-11-2023,18-11-2023
828,4fbcf6,STHYD-1,CAMP_SAN_01,P06,415,25% OFF,27,22,-2075.00,-5,11205.00,9130.00,Hyderabad,Atliq_Fusion_Container_Set_of_3,Home Care,Sankranti,10-01-2024,16-01-2024
829,1f1b71,STMDU-3,CAMP_SAN_01,P01,172,33% OFF,214,267,9116.00,53,36808.00,45924.00,Madurai,Atliq_Masoor_Dal (1KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
830,96a556,STBLR-1,CAMP_DIW_01,P02,860,33% OFF,358,537,153940.00,179,307880.00,461820.00,Bengaluru,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Diwali,12-11-2023,18-11-2023
831,6846a8,STVSK-0,CAMP_DIW_01,P04,290,25% OFF,201,174,-7830.00,-27,58290.00,50460.00,Visakhapatnam,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Diwali,12-11-2023,18-11-2023
832,0a453f,STMYS-0,CAMP_DIW_01,P03,156,25% OFF,301,264,-5772.00,-37,46956.00,41184.00,Mysuru,Atliq_Suflower_Oil (1L),Grocery & Staples,Diwali,12-11-2023,18-11-2023
833,fcee36,STMYS-0,CAMP_SAN_01,P12,62,50% OFF,66,92,1612.00,26,4092.00,5704.00,Mysuru,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Sankranti,10-01-2024,16-01-2024
834,58ce38,STBLR-3,CAMP_SAN_01,P13,350,BOGOF,118,455,117950.00,337,41300.00,159250.00,Bengaluru,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Sankranti,10-01-2024,16-01-2024
835,4a5884,STHYD-0,CAMP_SAN_01,P12,62,50% OFF,57,90,2046.00,33,3534.00,5580.00,Hyderabad,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Sankranti,10-01-2024,16-01-2024
836,e7769b,STHYD-5,CAMP_DIW_01,P15,3000,500 Cashback,357,1046,2067000.00,689,1071000.00,3138000.00,Hyderabad,Atliq_Home_Essential_8_Product_Combo,Combo1,Diwali,12-11-2023,18-11-2023
837,27c86c,STBLR-2,CAMP_DIW_01,P06,415,25% OFF,92,81,-4565.00,-11,38180.00,33615.00,Bengaluru,Atliq_Fusion_Container_Set_of_3,Home Care,Diwali,12-11-2023,18-11-2023
838,f35446,STTRV-0,CAMP_DIW_01,P09,110,50% OFF,33,43,1100.00,10,3630.00,4730.00,Trivandrum,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Diwali,12-11-2023,18-11-2023
839,4a42f9,STBLR-7,CAMP_DIW_01,P08,1190,BOGOF,49,186,163030.00,137,58310.00,221340.00,Bengaluru,Atliq_Double_Bedsheet_set,Home Care,Diwali,12-11-2023,18-11-2023
840,9413a7,STHYD-3,CAMP_DIW_01,P11,190,50% OFF,80,124,8360.00,44,15200.00,23560.00,Hyderabad,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Diwali,12-11-2023,18-11-2023
841,b97dfe,STBLR-2,CAMP_DIW_01,P07,300,BOGOF,56,196,42000.00,140,16800.00,58800.00,Bengaluru,Atliq_Curtains,Home Care,Diwali,12-11-2023,18-11-2023
842,950a84,STBLR-9,CAMP_SAN_01,P11,190,50% OFF,52,73,3990.00,21,9880.00,13870.00,Bengaluru,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Sankranti,10-01-2024,16-01-2024
843,686a37,STBLR-0,CAMP_SAN_01,P14,1020,BOGOF,85,350,270300.00,265,86700.00,357000.00,Bengaluru,Atliq_waterproof_Immersion_Rod,Home Appliances,Sankranti,10-01-2024,16-01-2024
844,f0500d,STCHE-6,CAMP_DIW_01,P09,110,50% OFF,66,82,1760.00,16,7260.00,9020.00,Chennai,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Diwali,12-11-2023,18-11-2023
845,c16abb,STCHE-7,CAMP_SAN_01,P08,1190,BOGOF,42,186,171360.00,144,49980.00,221340.00,Chennai,Atliq_Double_Bedsheet_set,Home Care,Sankranti,10-01-2024,16-01-2024
846,581ca5,STMDU-0,CAMP_SAN_01,P13,350,BOGOF,90,371,98350.00,281,31500.00,129850.00,Madurai,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Sankranti,10-01-2024,16-01-2024
847,36968d,STMDU-1,CAMP_SAN_01,P02,860,33% OFF,289,404,98900.00,115,248540.00,347440.00,Madurai,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
848,f8a417,STCBE-4,CAMP_SAN_01,P12,62,50% OFF,37,53,992.00,16,2294.00,3286.00,Coimbatore,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Sankranti,10-01-2024,16-01-2024
849,400cab,STCHE-4,CAMP_SAN_01,P02,860,33% OFF,642,918,237360.00,276,552120.00,789480.00,Chennai,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
850,ef7122,STMLR-1,CAMP_DIW_01,P15,3000,500 Cashback,211,614,1209000.00,403,633000.00,1842000.00,Mangalore,Atliq_Home_Essential_8_Product_Combo,Combo1,Diwali,12-11-2023,18-11-2023
851,66b476,STBLR-6,CAMP_DIW_01,P10,65,50% OFF,103,160,3705.00,57,6695.00,10400.00,Bengaluru,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Diwali,12-11-2023,18-11-2023
852,5bbf38,STBLR-0,CAMP_DIW_01,P09,110,50% OFF,78,104,2860.00,26,8580.00,11440.00,Bengaluru,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Diwali,12-11-2023,18-11-2023
853,e67501,STVSK-4,CAMP_SAN_01,P13,350,BOGOF,85,215,45500.00,130,29750.00,75250.00,Visakhapatnam,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Sankranti,10-01-2024,16-01-2024
854,3.14E+36,STCBE-4,CAMP_DIW_01,P04,290,25% OFF,252,226,-7540.00,-26,73080.00,65540.00,Coimbatore,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Diwali,12-11-2023,18-11-2023
855,98d4e3,STMLR-2,CAMP_SAN_01,P13,350,BOGOF,70,281,73850.00,211,24500.00,98350.00,Mangalore,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Sankranti,10-01-2024,16-01-2024
856,60229b,STCBE-3,CAMP_DIW_01,P01,172,33% OFF,241,404,28036.00,163,41452.00,69488.00,Coimbatore,Atliq_Masoor_Dal (1KG),Grocery & Staples,Diwali,12-11-2023,18-11-2023
857,35a25f,STBLR-9,CAMP_DIW_01,P11,190,50% OFF,75,98,4370.00,23,14250.00,18620.00,Bengaluru,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Diwali,12-11-2023,18-11-2023
858,4cf56a,STBLR-9,CAMP_DIW_01,P04,290,25% OFF,311,304,-2030.00,-7,90190.00,88160.00,Bengaluru,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Diwali,12-11-2023,18-11-2023
859,4d3722,STMLR-0,CAMP_DIW_01,P04,290,25% OFF,175,150,-7250.00,-25,50750.00,43500.00,Mangalore,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Diwali,12-11-2023,18-11-2023
860,5e59a1,STTRV-0,CAMP_SAN_01,P05,55,25% OFF,12,11,-55.00,-1,660.00,605.00,Trivandrum,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Sankranti,10-01-2024,16-01-2024
861,0f8686,STVSK-0,CAMP_SAN_01,P07,300,BOGOF,24,92,20400.00,68,7200.00,27600.00,Visakhapatnam,Atliq_Curtains,Home Care,Sankranti,10-01-2024,16-01-2024
862,c092d4,STBLR-4,CAMP_DIW_01,P07,300,BOGOF,70,243,51900.00,173,21000.00,72900.00,Bengaluru,Atliq_Curtains,Home Care,Diwali,12-11-2023,18-11-2023
863,24541f,STBLR-1,CAMP_SAN_01,P13,350,BOGOF,111,290,62650.00,179,38850.00,101500.00,Bengaluru,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Sankranti,10-01-2024,16-01-2024
864,8.31E+08,STCBE-2,CAMP_DIW_01,P08,1190,BOGOF,33,129,114240.00,96,39270.00,153510.00,Coimbatore,Atliq_Double_Bedsheet_set,Home Care,Diwali,12-11-2023,18-11-2023
865,ebbe5d,STCHE-2,CAMP_SAN_01,P06,415,25% OFF,25,22,-1245.00,-3,10375.00,9130.00,Chennai,Atliq_Fusion_Container_Set_of_3,Home Care,Sankranti,10-01-2024,16-01-2024
